,Mnemonic,SpeciesNANme,OrigiNANlSource,Site,Date,Tag,HeightOfMeasurement,Diameter,Height,CrowNANrea
1493,ceibpe,Ceiba pentandra,MullerLandauBCI2014,BCI50ha,20150618,6647,7.35,165,43.61500168,874
1494,ceibpe,Ceiba pentandra,BohlmanBCI1997,BCI50ha,NAN,7163,NAN,191.1,37.9,629.90692
1495,ceibpe,Ceiba pentandra,WrightBCI2007,BCI50ha,NAN,6883,NAN,187,35.97850383,865.8276526
1496,ceibpe,Ceiba pentandra,MullerLandauBCI2014,BCI50ha,20150515,5444,4.9,92.6,33.38000107,236.8
1497,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,6088,NAN,3.9,8.42,NAN
1498,celtsc,Celtis schippii,WrightBCI2007,BCI50ha,NAN,40513,NAN,20,18.25803158,20.61172653
1499,celtsc,Celtis schippii,WrightBCI2007,BCI50ha,NAN,67536,NAN,38.5,24.59944016,137.322118
1500,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,46670,NAN,2,4.36,NAN
1501,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,47123,NAN,9.5,13.14,NAN
1502,celtsc,Celtis schippii,MullerLandauBCI2000,BCI50ha,NAN,7839,NAN,30.5,22.94762708,NAN
1503,celtsc,Celtis schippii,WrightBCI2007,BCI50ha,NAN,7839,NAN,30.2,26.25816407,55.83316042
1504,celtsc,Celtis schippii,MullerLandauBCI2000,BCI50ha,NAN,264257,NAN,17,13.96955063,NAN
1505,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,4802,NAN,10.1,11.72,NAN
1506,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,11277,NAN,5.8,9.52,NAN
1507,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,4801,NAN,10.9,12.32,NAN
1508,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,8503,NAN,1.2,2.76,NAN
1509,celtsc,Celtis schippii,MullerLandauBCI2000,BCI50ha,NAN,112157,NAN,5.8,9.41,NAN
1510,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,11286,NAN,1.2,2.94,NAN
1511,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,47268,NAN,7.4,12.17,NAN
1512,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,10413,NAN,8.8,11.38,NAN
1513,celtsc,Celtis schippii,WrightBCI2007,BCI50ha,NAN,141223,NAN,19.6,19.94055562,43.59156156
1514,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,5604,NAN,12.6,12.62,NAN
1515,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,2364,NAN,1.8,4.1,NAN
1516,celtsc,Celtis schippii,MullerLandauBCI2000,BCI50ha,NAN,226883,NAN,4.4,6,NAN
1517,celtsc,Celtis schippii,WrightBCI2007,BCI50ha,NAN,136061,NAN,18.9,19.06651961,36.50397637
1518,celtsc,Celtis schippii,WrightBCI2007,BCI50ha,NAN,11204,NAN,20.9,16.25612871,125.4331182
1519,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,5596,NAN,6.5,11.14,NAN
1520,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,6079,NAN,4.4,9.18,NAN
1521,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,47138,NAN,2.1,4.65,NAN
1522,celtsc,Celtis schippii,WrightGigante1998,Gigante,NAN,2392,NAN,8.5,15.24,NAN
1523,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000216,422779,1.29,1.203833876,2.75,NAN
1524,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,7352,NAN,27.1,25.64814566,NAN
1525,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,87740,NAN,11.9,14.40309997,NAN
1526,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000302,277560,1.3,1.94579187,3.95,4.425718651
1527,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000226,266123,1.31,1.529398902,3.4,NAN
1528,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000405,532072,1.3,0.959603043,2.45,0.078539816
1529,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000304,512112,1.27,1.686304836,1.95,NAN
1530,chr2ar,Chrysophyllum argenteum,WrightBCI2007,BCI50ha,NAN,98,NAN,29.9,18.07957305,39.52821761
1531,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000405,530993,1.27,1.380226068,1.8,NAN
1532,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000221,502631,1.32,1.790670824,4.6,1.749474409
1533,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000301,407131,1.28,1.069394221,2.5,2.764601535
1534,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000315,429225,1.3,1.356711097,3.75,1.099557429
1535,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000223,405451,1.32,1.132545805,1.65,NAN
1536,chr2ar,Chrysophyllum argenteum,WrightBCI2007,BCI50ha,NAN,8007,NAN,31.6,16.67261664,36.66478664
1537,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,209341,NAN,6.8,7.55,NAN
1538,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000304,417233,1.3,1.350620968,3.4,NAN
1539,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000422,51566,1.31,1.34002985,2.7,1.060287521
1540,chr2ar,Chrysophyllum argenteum,WrightBCI2007,BCI50ha,NAN,1000,NAN,30.9,28.1018752,22.56417508
1541,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000409,76178,1.31,1.923510853,3.95,2.279618169
1542,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,260498,NAN,19,15.20318186,NAN
1543,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,6847,NAN,32.1,21.9,NAN
1544,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,144141,NAN,9.5,11.40268069,NAN
1545,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000315,292983,1.27,2.131115201,4.95,4.521929926
1546,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000225,403341,1.31,1.910371692,4.3,3.141592654
1547,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000421,446483,1.29,1.418761784,2.25,2.35619449
1548,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000204,38551,1.29,1.432659066,2.27,NAN
1549,chr2ar,Chrysophyllum argenteum,WrightBCI2007,BCI50ha,NAN,1502,NAN,34,24.56651869,75.54513732
1550,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000219,408687,1.3,1.660347554,2.85,NAN
1551,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000204,444810,1.31,1.078983318,1.62,NAN
1552,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000219,208209,1.3,1.776184112,3.5,NAN
1553,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000423,544971,1.32,1.062195368,2.25,NAN
1554,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000204,56944,1.29,1.893261208,3.37,NAN
1555,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000419,440478,1.3,1.859525746,3.9,4.052654523
1556,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000422,446297,1.3,2.182345298,46.9,NAN
1557,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000221,3125,1.3,2.215707562,3.75,NAN
1558,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000302,513088,1.31,1.115765208,2.05,0.753982237
1559,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,176143,NAN,27.8,20.1,NAN
1560,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000409,55812,1.3,1.569423461,1.7,NAN
1561,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000218,414616,1.3,4.265312298,2.7,NAN
1562,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000419,439352,1.05,2.566942539,4.1,NAN
1563,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000423,442268,1.32,1.616329174,3.6,0.357356164
1564,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,141438,NAN,6.2,8.12,NAN
1565,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000308,514996,1.3,1.039700438,2.55,0.53014376
1566,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000423,307114,1.3,1.106684237,2.75,1.767145868
1567,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000419,544941,1.3,1.427175532,2.3,2.827433388
1568,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000223,401390,1.28,1.577934409,1.85,0.424115008
1569,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000224,272296,1.3,1.925211677,3.3,NAN
1570,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000218,278777,1.3,1.47946274,3.45,NAN
1571,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000226,3157,0.83,1.236559744,3,1.130973355
1572,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000212,439545,1.38,1.164755339,1.8,NAN
1573,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000219,407676,1.05,1.725230419,1,NAN
1574,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,160715,NAN,21.2,19.92960191,NAN
1575,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,235228,NAN,13,18.5,NAN
1576,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000422,447083,1.3,3.08086595,5,2.536836068
1577,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000221,3119,1.3,1.852183576,2.8,3.642283983
1578,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,8285,NAN,45.1,17.47807256,NAN
1579,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000308,415052,1.3,1.545503801,3.35,2.120575041
1580,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000210,447957,1.33,1.513326138,2.65,NAN
1581,chr2ar,Chrysophyllum argenteum,WrightBCI2007,BCI50ha,NAN,4359,NAN,44.2,28.60104105,86.9203289
1582,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,3400,NAN,41.6,20.81022734,NAN
1583,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000223,405483,1.28,1.443234908,3.25,0.848230016
1584,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,4359,NAN,43.8,22.91818601,NAN
1585,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000409,440161,1.28,1.62082479,2.4,0.81681409
1586,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000423,40565,1.3,1.839053833,4.15,NAN
1587,chr2ar,Chrysophyllum argenteum,MullerLandauBCI2000,BCI50ha,NAN,7382,NAN,54.8,26.96505314,NAN
1588,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000308,3197,1.29,0.850589795,2.5,0.7696902
1589,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000207,542345,1.32,1.356895722,2.73,NAN
1590,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000226,501037,1.31,1.067841749,1.7,0.196349541
1591,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000210,83379,1.3,2.989820229,4.32,NAN
1592,chr2ar,Chrysophyllum argenteum,MullerLandauBCI1996,BCI50ha,20000217,517171,1.31,1.710840729,3.65,NAN
1593,chr2ca,Chrysophyllum cainito,MullerLandauBCI2014,BCI50ha,20150521,2673,6.1,94.7,36.81200027,326.8
1594,chr2ca,Chrysophyllum cainito,WrightBCI2007,BCI50ha,NAN,4163,NAN,65.9,35.77550861,NAN
1595,chr2ca,Chrysophyllum cainito,MullerLandauBCI2014,BCI50ha,20150409,673,4.4,82.9,35.14799881,179.2
1596,chr2ca,Chrysophyllum cainito,MullerLandauBCI2000,BCI50ha,NAN,4898,NAN,74.7,31.9,NAN
1597,chr2ca,Chrysophyllum cainito,WrightBCI2007,BCI50ha,NAN,2816,NAN,61.2,30.95103976,226.9037798
1598,chr2ca,Chrysophyllum cainito,MullerLandauBCI2000,BCI50ha,NAN,5389,NAN,61.8,35.1,NAN
1599,chr2ca,Chrysophyllum cainito,WrightBCI2007,BCI50ha,NAN,673,NAN,82,38.18280541,158.9258092
1600,chr2ca,Chrysophyllum cainito,MullerLandauBCI2000,BCI50ha,NAN,2673,NAN,94.7,34.4,NAN
1601,chr2ca,Chrysophyllum cainito,MullerLandauBCI2000,BCI50ha,NAN,4735,NAN,51.5,23.6,NAN
1602,chr2ca,Chrysophyllum cainito,MullerLandauBCI2000,BCI50ha,NAN,4445,NAN,42,27.7,NAN
1603,chr2ca,Chrysophyllum cainito,WrightBCI2007,BCI50ha,NAN,2071,NAN,60.4,28.70563023,321.0293836
1604,chr2ca,Chrysophyllum cainito,MullerLandauBCI2014,BCI50ha,20150903,4445,4.4,42,30.73999977,67.9
1605,chr2ca,Chrysophyllum cainito,MullerLandauBCI2014,BCI50ha,20150912,4735,4.7,51.5,24.8939991,121
1606,chr2ca,Chrysophyllum cainito,MullerLandauBCI2000,BCI50ha,NAN,673,NAN,82.9,34.6,NAN
1607,chr2ca,Chrysophyllum cainito,MullerLandauBCI2000,BCI50ha,NAN,4163,NAN,66.4,31,NAN
1608,chr2ca,Chrysophyllum cainito,WrightBCI2007,BCI50ha,NAN,5189,NAN,72.2,33.87268998,151.6376284
1609,chr2ca,Chrysophyllum cainito,WrightBCI2007,BCI50ha,NAN,5389,NAN,58.4,35.45131139,168.925931
1610,chr2ca,Chrysophyllum cainito,MullerLandauBCI2014,BCI50ha,20150312,4898,6.4,74.7,36.5890007,192.1
1611,conoci,Conostegia cinNANmomea,WrightBCI2007,BCI50ha,NAN,516068,NAN,1.9,2.94,3.766848131
1612,conoci,Conostegia cinNANmomea,WrightBCI2007,BCI50ha,NAN,622004,NAN,1.7,2.95,2.391557042
1613,conoci,Conostegia cinNANmomea,WrightBCI2007,BCI50ha,NAN,718046,NAN,1.6,3,NAN
1614,conoci,Conostegia cinNANmomea,WrightBCI2007,BCI50ha,NAN,721085,NAN,1.7,3.6,3.430697718
1615,conoci,Conostegia cinNANmomea,WrightBCI2007,BCI50ha,NAN,642110,NAN,1.7,3,NAN
1616,conoci,Conostegia cinNANmomea,WrightBCI2007,BCI50ha,NAN,739174,NAN,2,3.78,5.961191695
1617,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,7935,NAN,46.6,25.86578644,NAN
1618,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,632294,NAN,3.8,7.67,NAN
1619,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,516386,NAN,9.6,10.2,NAN
1620,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,258071,NAN,35.2,28.3,NAN
1621,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,409919,NAN,11.2,11.68810513,NAN
1622,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,195674,NAN,28.3,30.5,NAN
1623,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,242394,NAN,41.8,25.9,NAN
1624,cordal,Cordia alliodora,MullerLandauBCI2014,BCI50ha,20151018,258071,3,35.2,28.33200073,62
1625,cordal,Cordia alliodora,BohlmanBCI1997,BCI50ha,NAN,7326,NAN,41.3,36.5,65.03882191
1626,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,401487,NAN,7,9.5,NAN
1627,cordal,Cordia alliodora,WrightBCI2007,BCI50ha,NAN,7935,NAN,46.8,33.53434423,NAN
1628,cordal,Cordia alliodora,BohlmanBCI1997,BCI50ha,NAN,7790,NAN,52.3,30.23,64.46830869
1629,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,252931,NAN,14.2,14,NAN
1630,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,257823,NAN,28,26.9,NAN
1631,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,628028,NAN,2.5,5.23,NAN
1632,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,188,NAN,46,27.3,NAN
1633,cordal,Cordia alliodora,OBrienBCI1993,BCI50ha,NAN,3498,NAN,40.3,28.22,48.76882772
1634,cordal,Cordia alliodora,WrightBCI2007,BCI50ha,NAN,2296,NAN,49.9,29.14977925,100.8206983
1635,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,500184,NAN,26,21.5,NAN
1636,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,415579,NAN,24,19.49725851,NAN
1637,cordal,Cordia alliodora,WrightBCI2007,BCI50ha,NAN,4064,NAN,63.2,37.05037251,102.5313324
1638,cordal,Cordia alliodora,WrightBCI2007,BCI50ha,NAN,188,NAN,45,29.25292568,114.2311363
1639,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,2965,NAN,31.2,30.92813948,NAN
1640,cordal,Cordia alliodora,WrightBCI2007,BCI50ha,NAN,7790,NAN,57.8,29.0160223,84.90199667
1641,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,602036,NAN,3.3,7.36,NAN
1642,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,4064,NAN,64.2,38.4,NAN
1643,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,412842,NAN,4.6,8.45,NAN
1644,cordal,Cordia alliodora,MullerLandauBCI2000,BCI50ha,NAN,402495,NAN,14.6,17.49756312,NAN
1645,cordal,Cordia alliodora,BohlmanBCI1997,BCI50ha,NAN,2925,NAN,34.4,34.85,40.48916028
1646,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,7327,NAN,1.6,3.26,NAN
1647,cordbi,Cordia bicolor,WrightBCI2007,BCI50ha,NAN,258,NAN,46.5,18.8110229,NAN
1648,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000223,252324,1.3,2.290187765,4,0.950331778
1649,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4413,NAN,10.8,11.94,NAN
1650,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,46680,NAN,2.6,5.69,NAN
1651,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4386,NAN,16.5,16.16,NAN
1652,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,5594,NAN,39,17.8,NAN
1653,cordbi,Cordia bicolor,MullerLandauBCI2014,BCI50ha,20150921,176485,1.3,28.5,26.13100052,48.1
1654,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,6471,NAN,40.7,26.3,NAN
1655,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000221,248562,1.28,2.177640925,2.3,0.357356164
1656,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000216,522327,1.3,1.24331412,2.65,NAN
1657,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,5615,NAN,19.1,19.44,NAN
1658,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000224,406967,1.3,2.178493746,3.75,NAN
1659,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,47322,NAN,4.2,6.64,NAN
1660,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000225,3136,1.27,1.669956886,1.65,0.255254403
1661,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,6781,NAN,29.8,19.5,NAN
1662,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,4385,NAN,31.5,26.7,NAN
1663,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000221,3120,0.48,1.126499001,1.45,0.274889357
1664,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,3750,NAN,30.5,19.39,NAN
1665,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000228,3185,1.24,2.162508266,3.2,1.399972226
1666,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,3143,NAN,22.7,18.34,NAN
1667,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000225,3134,1.29,0.909535046,2.05,0.400553063
1668,cordbi,Cordia bicolor,MullerLandauBCI2014,BCI50ha,20150824,4836,1.3,39.5,24.64599991,66.5
1669,cordbi,Cordia bicolor,MullerLandauBCI2014,BCI50ha,20150924,7302,1.3,37,31.33300018,79.1
1670,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,4836,NAN,39.5,27.5,NAN
1671,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,9649,NAN,3.8,6.2,NAN
1672,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,6312,NAN,5.1,7.25,NAN
1673,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,4097,NAN,44.5,24.39769652,NAN
1674,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000221,3121,0.88,1.006096417,1.7,0.306305284
1675,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4389,NAN,13.2,18.34,NAN
1676,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,525,NAN,44.1,26.9,NAN
1677,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4405,NAN,14.6,16.31,NAN
1678,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4413,NAN,10.8,13.51,NAN
1679,cordbi,Cordia bicolor,MullerLandauBCI2014,BCI50ha,20150830,401736,1.3,15.7,22.6989994,21.6
1680,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000218,3115,1.24,1.889036792,3.1,NAN
1681,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,2699,NAN,30.9,18.7,NAN
1682,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,3417,NAN,37.6,33.45,NAN
1683,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,7347,NAN,34.7,18.1,NAN
1684,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000225,3145,1.29,1.47556091,3.2,0.587085127
1685,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000304,3193,1.31,2.574433724,3.05,3.216205479
1686,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,252149,NAN,27,20.9,NAN
1687,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,10934,NAN,2,4.42,NAN
1688,cordbi,Cordia bicolor,MullerLandauBCI2014,BCI50ha,20150920,5597,1.3,34.3,25.2689991,72.1
1689,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000221,404465,1.3,5.619801331,7.5,9.071348787
1690,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,5597,NAN,34.3,18.7,NAN
1691,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,1365,NAN,28.7,21.24,NAN
1692,cordbi,Cordia bicolor,MullerLandauBCI2014,BCI50ha,20150911,183611,1.3,26.7,17.60199928,9.5
1693,cordbi,Cordia bicolor,OBrienBCI1993,BCI50ha,NAN,6471,NAN,37.8,23.65,29.41661697
1694,cordbi,Cordia bicolor,WrightBCI2007,BCI50ha,NAN,6428,NAN,47,31.3599611,54.66627674
1695,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000309,416235,1.29,2.550469957,4.6,1.480475538
1696,cordbi,Cordia bicolor,WrightBCI2007,BCI50ha,NAN,7887,NAN,44.5,24.52517368,59.76608625
1697,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000221,248563,1.3,3.464022806,6.5,0.981747704
1698,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,47243,NAN,2.7,5.81,NAN
1699,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,4440,NAN,42.8,21.4,NAN
1700,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,2071,NAN,32,19.73,NAN
1701,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,6139,NAN,16.3,16.99,NAN
1702,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4652,NAN,27.5,21.45,NAN
1703,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000303,409142,1.29,2.782486658,5.2,1.99294784
1704,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000303,407246,1.29,1.428130246,4.1,0.439822972
1705,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000225,3143,1.24,1.235638297,3.05,0.565486678
1706,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,926,NAN,22.2,22.98,NAN
1707,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,46927,NAN,4.1,6.25,NAN
1708,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,3187,NAN,18,15.24,NAN
1709,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000225,3135,1.3,1.613966542,3.6,1.138827337
1710,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000210,537258,1.28,2.293241156,4.1,NAN
1711,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,3191,NAN,15.5,18.56,NAN
1712,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000405,533118,1.31,1.484318025,3.05,NAN
1713,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4270,NAN,18.2,18.61,NAN
1714,cordbi,Cordia bicolor,MullerLandauBCI2014,BCI50ha,20150830,184700,1.3,31.9,24.8560009,19.9
1715,cordbi,Cordia bicolor,WrightBCI2007,BCI50ha,NAN,3918,NAN,43.2,24.49338567,67.30964853
1716,cordbi,Cordia bicolor,OBrienBCI1993,BCI50ha,NAN,404358,NAN,1.6,3.87,1.36847776
1717,cordbi,Cordia bicolor,WrightGigante1998,Gigante,NAN,4562,NAN,20.9,19.26,NAN
1718,cordbi,Cordia bicolor,MullerLandauBCI1996,BCI50ha,20000218,189197,1.3,3.072516558,6.7,NAN
1719,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,7505,NAN,28.8,21.1,NAN
1720,cordbi,Cordia bicolor,MullerLandauBCI2000,BCI50ha,NAN,7302,NAN,37,27.5,NAN
1721,cordbi,Cordia bicolor,OBrienBCI1993,BCI50ha,NAN,263749,NAN,9.1,12.78,6.514406526
